match_id,type,title,scenario,user_story,why_1,why_2,why_3,impact,urgency,step_1,step_2,step_3,source,plain_text
b74d4c83d9ad,duplicate,Дубликат: Голосовые оповещения о рисках × Голосовые оповещения о рисках,"Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: Фид голосовых предупреждений.,Обе функции меняют один и тот же экран: Ответ голоса.,Команды решают одну и ту же задачу.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","A-1059, A-1063","Дубликат: Голосовые оповещения о рисках × Голосовые оповещения о рисках
Сценарий: Две команды параллельно меняют одно и то же: Ответ голоса и Ответ голоса. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как водитель/пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: Фид голосовых предупреждений.
• Обе функции меняют один и тот же экран: Ответ голоса.
• Команды решают одну и ту же задачу.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: A-1059, A-1063.
"
3387bc9b88a8,duplicate,Дубликат: Помощь в пути × Помощь в пути,"Две команды параллельно меняют одно и то же: Экран поездки и Экран поездки. Пользователь не видит разницы, а команда тратит ресурсы дважды.","Как пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.",Общий технический узел: API расчёта ETA.,Обе функции меняют один и тот же экран: Экран поездки.,Команды решают одну и ту же задачу.,Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).,MEDIUM,Назначить 20‑мин синк владельцев.,Свести бэклоги и выбрать единый подход.,"Зафиксировать Owner и срок, закрыть дубль.","P-1024, P-1026","Дубликат: Помощь в пути × Помощь в пути
Сценарий: Две команды параллельно меняют одно и то же: Экран поездки и Экран поездки. Пользователь не видит разницы, а команда тратит ресурсы дважды.
История пользователя: Как пассажир, я хочу простой и быстрый путь без дублей функциональности, чтобы не путаться и быстрее достигать цели.
Почему:
• Общий технический узел: API расчёта ETA.
• Обе функции меняют один и тот же экран: Экран поездки.
• Команды решают одну и ту же задачу.
Эффект: Можно объединить усилия и сократить сроки разработки (ориентир: 2–4 недели команды).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Свести бэклоги и выбрать единый подход.
• Зафиксировать Owner и срок, закрыть дубль.
Источники: P-1024, P-1026.
"
0daaf12c81bd,synergy,Синергия: Эксперименты и флаги + Эксперименты и флаги,Связываем изменения на «Настройки» и «Настройки»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как водитель, я хочу чтобы эксперименты и флаги и эксперименты и флаги работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: SDK флагов.,Обе функции меняют один и тот же экран: Настройки.,Работа с одним и тем же объектом: эксперимент.,Ожидается улучшение метрики (успешное завершение поездок) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"D-1002, D-1017","Синергия: Эксперименты и флаги + Эксперименты и флаги
Сценарий: Связываем изменения на «Настройки» и «Настройки»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как водитель, я хочу чтобы эксперименты и флаги и эксперименты и флаги работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: SDK флагов.
• Обе функции меняют один и тот же экран: Настройки.
• Работа с одним и тем же объектом: эксперимент.
Эффект: Ожидается улучшение метрики (успешное завершение поездок) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: D-1002, D-1017.
"
69f56f810338,synergy,Синергия: Промо и лояльность + Промо и лояльность,Связываем изменения на «Оформление заказа» и «Оформление заказа»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как пассажир, я хочу чтобы промо и лояльность и промо и лояльность работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: API промо/лояльности.,Обе функции меняют один и тот же экран: Оформление заказа.,Работа с одним и тем же объектом: схема доплат.,Ожидается улучшение метрики (конверсия) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"P-1028, P-1037","Синергия: Промо и лояльность + Промо и лояльность
Сценарий: Связываем изменения на «Оформление заказа» и «Оформление заказа»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как пассажир, я хочу чтобы промо и лояльность и промо и лояльность работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: API промо/лояльности.
• Обе функции меняют один и тот же экран: Оформление заказа.
• Работа с одним и тем же объектом: схема доплат.
Эффект: Ожидается улучшение метрики (конверсия) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: P-1028, P-1037.
"
01ab189ac19e,synergy,Синергия: Прогноз трафика + Прогноз трафика,Связываем изменения на «Экран карты» и «Экран карты»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как пользователь, я хочу чтобы прогноз трафика и прогноз трафика работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: API расчёта ETA.,Обе функции меняют один и тот же экран: Экран карты.,Работа с одним и тем же объектом: модель ETA.,Ожидается улучшение метрики (качество) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"M-1044, M-1048","Синергия: Прогноз трафика + Прогноз трафика
Сценарий: Связываем изменения на «Экран карты» и «Экран карты»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как пользователь, я хочу чтобы прогноз трафика и прогноз трафика работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: API расчёта ETA.
• Обе функции меняют один и тот же экран: Экран карты.
• Работа с одним и тем же объектом: модель ETA.
Эффект: Ожидается улучшение метрики (качество) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: M-1044, M-1048.
"
ca7cfb56ee33,synergy,Синергия: Точки входа/подъезды + Точки входа/подъезды,Связываем изменения на «Зона подачи» и «Зона подачи»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как пользователь, я хочу чтобы точки входа/подъезды и точки входа/подъезды работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: API точек входа/подъездов.,Обе функции меняют один и тот же экран: Зона подачи.,Работа с одним и тем же объектом: место (POI).,Ожидается улучшение метрики (время подачи) при совместной работе (−5–7%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"M-1043, M-1045","Синергия: Точки входа/подъезды + Точки входа/подъезды
Сценарий: Связываем изменения на «Зона подачи» и «Зона подачи»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как пользователь, я хочу чтобы точки входа/подъезды и точки входа/подъезды работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: API точек входа/подъездов.
• Обе функции меняют один и тот же экран: Зона подачи.
• Работа с одним и тем же объектом: место (POI).
Эффект: Ожидается улучшение метрики (время подачи) при совместной работе (−5–7%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: M-1043, M-1045.
"
2075b6d99321,synergy,Синергия: Эксперименты и флаги + Эксперименты и флаги,Связываем изменения на «Настройки» и «Настройки»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как водитель, я хочу чтобы эксперименты и флаги и эксперименты и флаги работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: SDK флагов.,Обе функции меняют один и тот же экран: Настройки.,Работа с одним и тем же объектом: эксперимент.,Ожидается улучшение метрики (успешное завершение поездок) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"D-1002, D-1016","Синергия: Эксперименты и флаги + Эксперименты и флаги
Сценарий: Связываем изменения на «Настройки» и «Настройки»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как водитель, я хочу чтобы эксперименты и флаги и эксперименты и флаги работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: SDK флагов.
• Обе функции меняют один и тот же экран: Настройки.
• Работа с одним и тем же объектом: эксперимент.
Эффект: Ожидается улучшение метрики (успешное завершение поездок) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: D-1002, D-1016.
"
ba9c72cd83cb,synergy,Синергия: Прогноз трафика + Прогноз трафика,Связываем изменения на «Навигация в поездке» и «Навигация в поездке»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как пользователь, я хочу чтобы прогноз трафика и прогноз трафика работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: API расчёта ETA.,Обе функции меняют один и тот же экран: Навигация в поездке.,Работа с одним и тем же объектом: модель ETA.,Ожидается улучшение метрики (качество) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"M-1040, M-1052","Синергия: Прогноз трафика + Прогноз трафика
Сценарий: Связываем изменения на «Навигация в поездке» и «Навигация в поездке»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как пользователь, я хочу чтобы прогноз трафика и прогноз трафика работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: API расчёта ETA.
• Обе функции меняют один и тот же экран: Навигация в поездке.
• Работа с одним и тем же объектом: модель ETA.
Эффект: Ожидается улучшение метрики (качество) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: M-1040, M-1052.
"
59e52b4d38c6,synergy,Синергия: Качество мест (POI) + Качество мест (POI),Связываем изменения на «Строка поиска» и «Строка поиска»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как пользователь, я хочу чтобы качество мест (poi) и качество мест (poi) работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: API точек входа/подъездов.,Обе функции меняют один и тот же экран: Строка поиска.,Команды решают одну и ту же задачу.,Ожидается улучшение метрики (качество) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"M-1042, M-1047","Синергия: Качество мест (POI) + Качество мест (POI)
Сценарий: Связываем изменения на «Строка поиска» и «Строка поиска»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как пользователь, я хочу чтобы качество мест (poi) и качество мест (poi) работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: API точек входа/подъездов.
• Обе функции меняют один и тот же экран: Строка поиска.
• Команды решают одну и ту же задачу.
Эффект: Ожидается улучшение метрики (качество) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: M-1042, M-1047.
"
c3054d5aac89,synergy,Синергия: Поиск адреса/места + Поиск адреса/места,Связываем изменения на «Экран карты» и «Экран карты»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как пассажир, я хочу чтобы поиск адреса/места и поиск адреса/места работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: Фид качества POI.,Обе функции меняют один и тот же экран: Экран карты.,Команды решают одну и ту же задачу.,Ожидается улучшение метрики (конверсия) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"P-1029, P-1033","Синергия: Поиск адреса/места + Поиск адреса/места
Сценарий: Связываем изменения на «Экран карты» и «Экран карты»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как пассажир, я хочу чтобы поиск адреса/места и поиск адреса/места работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: Фид качества POI.
• Обе функции меняют один и тот же экран: Экран карты.
• Команды решают одну и ту же задачу.
Эффект: Ожидается улучшение метрики (конверсия) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: P-1029, P-1033.
"
a99386852cd5,synergy,Синергия: Безопасность: усталость за рулём + Голосовые оповещения о рисках,Связываем изменения на «Навигация в поездке» и «Ответ голоса»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как водитель, я хочу чтобы безопасность: усталость за рулём и голосовые оповещения о рисках работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: Фид голосовых предупреждений.,Работа с одним и тем же объектом: событие безопасности.,Функции дополняют друг друга и вместе закрывают сценарий.,Ожидается улучшение метрики (безопасность) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"D-1006, A-1060","Синергия: Безопасность: усталость за рулём + Голосовые оповещения о рисках
Сценарий: Связываем изменения на «Навигация в поездке» и «Ответ голоса»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как водитель, я хочу чтобы безопасность: усталость за рулём и голосовые оповещения о рисках работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: Фид голосовых предупреждений.
• Работа с одним и тем же объектом: событие безопасности.
• Функции дополняют друг друга и вместе закрывают сценарий.
Эффект: Ожидается улучшение метрики (безопасность) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: D-1006, A-1060.
"
9aa0d51ce96c,synergy,Синергия: Безопасность: усталость за рулём + Голосовые оповещения о рисках,Связываем изменения на «Навигация в поездке» и «Ответ голоса»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.,"Как водитель, я хочу чтобы безопасность: усталость за рулём и голосовые оповещения о рисках работали согласованно, чтобы быстрее и проще завершать сценарий.",Общий технический узел: Фид голосовых предупреждений.,Работа с одним и тем же объектом: событие безопасности.,Функции дополняют друг друга и вместе закрывают сценарий.,Ожидается улучшение метрики (безопасность) при совместной работе (+1–3%).,MEDIUM,Назначить 20‑мин синк владельцев.,Согласовать общий план роллаута и метрики.,Подготовить совместный эксперимент и измерения.,"D-1000, A-1067","Синергия: Безопасность: усталость за рулём + Голосовые оповещения о рисках
Сценарий: Связываем изменения на «Навигация в поездке» и «Ответ голоса»: одна функция открывает возможность другой. Вместе сценарий проходит быстрее и стабильнее.
История пользователя: Как водитель, я хочу чтобы безопасность: усталость за рулём и голосовые оповещения о рисках работали согласованно, чтобы быстрее и проще завершать сценарий.
Почему:
• Общий технический узел: Фид голосовых предупреждений.
• Работа с одним и тем же объектом: событие безопасности.
• Функции дополняют друг друга и вместе закрывают сценарий.
Эффект: Ожидается улучшение метрики (безопасность) при совместной работе (+1–3%).
Что делаем:
• Назначить 20‑мин синк владельцев.
• Согласовать общий план роллаута и метрики.
• Подготовить совместный эксперимент и измерения.
Источники: D-1000, A-1067.
"
